"Bài tập mới: ""Bài tập luồng vào ra""","Bài tập luồng vào ra 
Sử dụng luồng byte vào ra với đối 
tượng, viết ứng dụng sau: 



- Khởi 
tạo dữ liệu danh sách sinh viên SV(maSV - String, hoten - String, nhom - Int) 
từ file đã được lưu theo danh sách ArrayList<SV> đối tượng kiểu sinh viên 
từ trước 


- Cho 
phép người dùng thêm mới, cập nhập dữ liệu từ bàn phím, hiển thị ra màn hình và 
lưu xuống file",Học tập
"Thông báo mới: ""Các bạn thi vấn đáp online lúc 8h30 tối…""","Xin chào Lê Thị Tuyết Nhung! 
cong tran đã đăng một thông báo mới trong Nhom10_LTW_2022. 

THÔNG BÁO MỚI 
Các bạn thi vấn đáp online lúc 8h30 tối nay. 8h20 thầy sẽ gửi link lên classroom.",Học tập
"Bài tập mới: ""Pha kiểm thử""","

BÀI TẬP MỚIĐến hạn 29 thg 4
Pha kiểm thử
- Viết test plan cho test hộp đen của modul cá nhân
- Viết test case chi tiết cho từng test case trong plan (test case chuẩn viết trước)",Học tập
"Bài tập mới: ""Báo cáo tổng hợp""","Báo cáo tổng hợp
Báo cáo tổng hợp BTL phần cá nhân của từng người, chỉ trình bày phần kết quả của các mục sau mà KHÔNG trình bày quá trình diễn giải (đánh số đúng thứ tự như danh mục này):
- Trang bìa yêu cầu như các buổi đã nộp.
- Tên file yêu cầu như các buổi đã nộp.
1. Biểu đồ UC chi tiết + mô tả các UC của modul
2. Kịch bản chuẩn
3. Biểu đồ thực thể pha phân tích của modul
4. Biểu đồ lớp pha phân tích của modul
5. Biểu đồ tuần tự pha phân tích của modul
6. Biểu đồ thiết kế lớp thực thể của modul
7. Biểu đồ thiết kế CSDL của modul
8. TK giao diện và biểu đồ lớp thiết kế chi tiết của modul
9. Biểu đồ tuần tự pha thiết kế của modul
10. Test plan và test case chuẩn cho test hộp đen của modul
Lưu ý, điểm bài này tính 50% điểm BTLvà tính vào 1 cột TBKT của các bạn. Nếu đầu điểm này bị 0 điểm thì điểm BTL cũng là 0 và KĐ ĐKDT.
Và thầy không chữa hay nhận xét gì trong bài tổng hợp này nữa đâu nhé.
",Học tập
"Bài tập mới: ""Bài thực hành 2 - TỔ 1 BUỔI 2""","Xin chào Lê Thị Tuyết Nhung-B19DCCN489! 
PTIT Diep đã đăng một bài tập mới trong Nhóm 1-CSDL-D19 HK1-2021-2022. 

BÀI TẬP MỚIĐến hạn 12 thg 11 
Bài thực hành 2 - TỔ 1 BUỔI 2 
SV Làm bài theo hướng dẫn trong file đính kèm (vd với HeidiSQL), mỗi câu hỏi cần thực hiện các câu lệnh SQL tương ứng, kể cả yêu cầu nhập dữ liệu. 
Đối với mỗi câu hỏi text, chụp ảnh lệnh và kết quả thực thi, cùng với trang QLDT có tên và mã sinh viên để làm minh chứng.",Học tập
"Xin chào The black cat, học Tiếng Anh đòi hỏi thực hành mỗi ngày. Thực hành ngay bạn nhé?","
Email nhắc nhở học Tiếng Anh hàng ngày 
Xin chào The black cat! Vào thăm cú Duo đi nào! Hãy nhớ rằng để học ngôn ngữ bạn cần luyện tập từng chút một mỗi ngày. 




TIẾP TỤC HỌC",Học tập
[Đoàn Thanh niên PTIT - Thư mời tham dự các hoạt động chào mừng 25 năm Thành lập Học viện],"Thân gửi tới toàn bộ Sinh viên khoá D19 PTIT, 

Sau 25 năm xây dựng và trưởng thành, Học viện Công nghệ Bưu chính Viễn thông tự hào là một trong những tổ chức Giáo dục - Đào tạo hàng đầu cả nước về lĩnh vực Công nghệ thông tin và Truyền thông. Trong đó, không thể không kể đến những đóng góp to lớn từ các tiến sỹ, thạc sỹ, kỹ sư, cử nhân đã tốt nghiệp tại Học viện cho sự lớn mạnh và phát triển của các tổ chức, doanh nghiệp trong - ngoài nước ngành Thông tin và Truyền thông cũng như các ngành Kinh tế - Chính trị - Xã hội khác. 

Hướng tới ngày lễ trọng đại, Đoàn Thanh niên Học viện vinh dự tổ chức Hội trại “Vững bước tiên phong"" - Kỷ niệm 25 năm thành lập Học viện Công nghệ Bưu chính Viễn thông (1997-2022) với hàng loạt các hoạt động bổ ích, hấp dẫn, tạo sân chơi hoạt động cho toàn bộ sinh viên cùng lan tỏa niềm vui và tinh thần đoàn kết. Hội trại bao gồm những nội dung sau: 
• 05/09/2022 - 09/09/2022: Hội thao với bộ môn Kéo co, Nhảy bao bố 
• 08/09/2022: Talkshow “FPT Leader Talk”, Dựng trại 
• 09/09/2022: Trang trí trại, Tổng duyệt Khai mạc và Đêm nhạc 
• 10/09/2022: Khai mạc, Thi trại, Hội thi nấu ăn, Chung kết Hội thao, Đêm nhạc, Đốt lửa trại 
Không chỉ vậy, Hội trại “Vững bước tiên phong"" còn có sự đồng hành của rất nhiều Doanh nghiệp-Đơn vị tài trợ với vô vàn quà tặng hấp dẫn như Tập đoàn FPT, TT Anh Ngữ Jaxtina, CTY CP TM Nguyễn Kim, TT Anh Ngữ Hiền Nhung TOEIC,... Và đặc biệt hơn, tại Đêm nhạc có sự xuất hiện của Ca sĩ khách mời cùng toàn bộ người tham gia tạo nên không khí tưng bừng, năng động. 
➤ Link đăng ký: https://forms.gle/ZhQVwU3HoM5v4Riz8 
Bên cạnh các nội dung trên, Đoàn thanh niên tổ chức cuộc thi trực tuyến Hành trình tuổi 25 với ý nghĩa khơi dậy niềm tự hào về truyền thống 25 năm của Học viện, với nhiều giải thưởng hấp dẫn, chi tiết xem thêm tại https://by.com.vn/TGluH0 

Và để tạo nên sự thành công và không khí hân hoan cho Hội trại, Đoàn Thanh niên trân trọng gửi lời mời tham dự các hoạt động tới toàn thể Sinh viên Học viện. Sự tham gia của các bạn chính là một phần tạo nên sức mạnh đoàn kết, sức mạnh, vững bước tuổi 25 của Học viện Công nghệ Bưu chính Viễn thông. 
Rất mong các bạn sẽ đồng hành cùng Hội trại “Vững bước tiên phong"".",Học tập
THÔNG BÁO SINH VIÊN ĐỦ ĐIỀU KIỆN ĐƯỢC XÉT HỌC BỔNG KKHT HK 1 21-22,"Chào Em! 
Học viện Công nghệ Bưu chính viễn thông thông báo kết quả học tập rèn luyện của em kỳ 1 năm học 2021-2022, cụ thể như sau: 
Sinh viên mã SV: lớp, ngành: CNTT. Thông tin kết quả học tập, rèn luyện HK1 (2021-2022): Điểm TBC học tập:, điểm thưởng: , Điểm T5, Xếp loại rèn luyện: Tốt, Sinh viên đủ điều kiện và dự kiến được xét cấp học bổng KKHT HK1 (2021-2022) 
Nếu có thắc mắc, khiếu nại đề nghị các sinh viên liên hệ (Phải gửi từ email được Học viện cấp) 
- Thắc mắc về điểm TBCHT: Phòng Giáo vụ (ô số 1-2). Email cô Chu Phương Hiền: cphien@ptit.edu.vn 
- Thắc mắc về điểm thưởng, điểm rèn luyện: Phòng CT&CTSV (ô số 3-4). Email cô Lê Thị Kim Nhung: nhungltk@ptit.edu.vn 
Trân trọng ./. 
",Học tập
"Bài tập mới: ""Pha kiểm thử""",BÀI TẬP MỚIĐến hạn 29 thg 4 Pha kiểm thử - Viết test plan cho test hộp đen của modul cá nhân - Viết test case chi tiết cho từng test case trong plan (test case chuẩn viết trước),Học tập
2k1 9 Chuyên đề hàm số mũ và logarit,"Sử dụng máy tính casio để giải nhanh lũy thừa và logarit https://goo.gl/R5GmdW 
Tìm số chữ số của một lũy thừa bằng máy tính casio https://goo.gl/7FUMWc 
Giải nhanh hàm số mũ và logarit bằng máy tính casio https://goo.gl/H1V4E1 
Chuyên đề hàm số lũy thừa https://goo.gl/xvWXC4 
Hàm số mũ và hàm số logarit https://goo.gl/UeUh3z 
Chuyên đề logarit https://goo.gl/GF6uof 
Chuyên đề lũy thừa https://goo.gl/1Zz61m 
Ví dụ căn bản về hàm logarit https://goo.gl/TPPfr7 
Bài tập về lũy thừa https://goo.gl/mQBNLT",Học tập
"2k1 [Bản mới nhất] Mega Luyện Đề THPT Quốc Gia 2018 Toán Trắc Nghiệm - Trần Công Diêu, Trần kim Anh","[Bản mới nhất] Mega Luyện Đề THPT Quốc Gia 2018 Toán Trắc Nghiệm - Trần Công Diêu, Trần kim Anh https://goo.gl/GfyZPn 
-- 
Bạn nhận được thư này vì bạn đã đăng ký vào nhóm Google Groups ""Tài liệu 2k1"". 
Để hủy đăng ký khỏi nhóm này và ngừng nhận email từ nhóm, hãy gửi email đến chiasetailieumoingay+unsubscribe@googlegroups.com. 
Để đăng lên nhóm này, hãy gửi email đến chiasetailieumoingay@googlegroups.com. 
Để xem cuộc thảo luận này trên web, hãy truy cập https://groups.google.com/d/msgid/chiasetailieumoingay/13523a63-e18b-43f7-abc0-e16c6268f4ce%40googlegroups.com. 
Để có thêm tùy chọn, hãy truy cập https://groups.google.com/d/optout.",Học tập
Thông báo tập trung nhập học,"Hội đồng tuyển sinh 
Trường trung cấp Công nghệ Thăng Long thông báo: EM 
Đã trúng tuyển chương trình : Đào tạo song bằng hệ Trung cấp học Ngoại ngữ ( Tiếng Hàn, Nhật) + Chuyên ngành ( KT nấu ăn; chăm sóc sắc đẹp; Hướng dẫn viên du lịch) 
Thí sinh làm thủ tục nhận thư mời tập trung nhập học ngày 05/08/2019 tại Trường 
Địa chỉ: Ngõ 03 – Tôn Thất Thuyết – Cầu Giấy – Hà Nội ( thông tin chi tiết tại webside www.truongthanglong.edu.vn….) 
Thủ tục nhập học và nhận thư mời tập trung nhập học; 
a.Nộp bản chính học bạ, giáy chứng nhận tốt nghiệp THPT 
b.Phản photo công chứng CMND hoặc thẻ căn cước 
c. 4 ảnh 4x6 
d. Nộp kinh phí đào tạo; 
-Kinh phí đào tạo: 5.000.000 vnd/ đợt 1 của học kỳ 1 
-KTX : 2.880.000vnd/ năm học 
Nếu có bất kỳ thắc mắc nào liên quan đến khóa học hoặc cần thêm thông tin, xin vui lòng liên hệ ; 
Phòng Tuyển sinh: 0915.906.489/0984.835966/0989,274.588/0979.569.066 để được tư vần và hỗ trợ tốt nhất./.",Học tập
"THƯ MỜI THAM DỰ NGÀY HỘI TUYỂN DỤNG TRỰC TUYẾN PTIT ""Connect to Success""","🤗CÁC BẠN THÂN MẾN! 

Các bạn đừng quên mình có hẹn với Ngày hội Tuyển dụng trực tuyến PTIT “Connect to Success” nằm trong khuôn khổ chuỗi sự kiện việc làm PTIT CAREER WEEK ONLINE 2021 được diễn ra NGÀY MAI ngày 29/10/2021 nhé ! 
Thời gian: Sáng 9h-11h30 qua Zoom 
Chiều 14h-17h Gặp gỡ Doanh nghiệp trên trang tin Tuyển dụng trực tuyến jobnskills.ptit.edu.vn 
Vậy là hành trình “Ptit career week online 2021” của chúng ta sắp sửa khép lại, ngày mai sẽ là ngày đặc biệt và đáng mong chờ nhất của toàn thể học viện, doanh nghiệp và các PTITERS ! 

Đến với ngày hội, các bạn sẽ biết và nhận được các kiến thức mới nhất: 
📌 Gặp gỡ các đại diện của các công ty lớn giúp bạn hiểu biết hơn về văn hoá các doanh nghiệp 
📌 Rút ngắn quy trình tuyển dụng, tuyển dụng 1-1 ngay tại nhà 
📌 Các chuyên mục webinar đặc sắc từ các diễn giả dày dặn chuyên môn 

Đặc biệt là doanh nghiệp sẽ trao rất nhiều quà tặng trong Livestream từ 9h-11h30 cũng như buổi chiều từ 14h-17h tại các gian hàng tuyển dụng trực tuyến trên trang jobnskills.ptit.edu.vn các bạn nhé!!! 
Đăng ký nhận quà ngay tại Link này nha: 
https://forms.gle/9srBScccJQrKygHc9 

Tuần lễ việc làm và Tuyển dụng trực tuyến PTIT 2021 với sự tham gia của hơn 20 đơn vị đối tác Doanh nghiệp của trường như FPT, Sun Asterisk Việt Nam, CO-WELL Asia, Viettel, Gameloft, Toshiba, Mobifone... 
Trong đó, có 16 doanh nghiệp tham gia phỏng vấn tuyển dụng trực tiếp và trực tuyến tại Học viện vào Ngày hội Tuyển dụng trực tuyến 29/10. Các đơn vị tuyển dụng mang đến 2.689 vị trí việc làm ở nhiều lĩnh vực CNTT, Điện tử viễn thông, Kỹ thuật điện tử, Multimedia, Marketing, Quản trị kinh doanh, Tài chính Kế toán, Thương mại điện tử… 


Zoom Webinar 
ID: 941 9483 2585 
PASS: ptit 
CÚ PHÁP ĐẶT TÊN: Họ và tên + lớp 
THỜI GIAN MỞ ZOOM: 8h30 
BUỔI CHIA SẺ SẼ BẮT ĐẦU VÀO: 9h00 
VUI LÒNG TẮT MIC & BẬT CAM, THAY NỀN ẢO NHA! - file gửi kèm: 
https://drive.google.com/file/d/1hoj-btlHHt_Hn2GPlx8qIe2TiOdm9WXX/view 
",Học tập
Thông báo: Cập nhật thời khóa biểu học kỳ 2 năm học 2019-2020,"Phòng Giáo vụ thông báo: 
Hệ thống QLĐT đã cập nhật thời khóa biểu và ID phòng học các lớp học trực tuyến bắt đầu từ ngày 23/03/2020. 
Đề nghị các sinh viên truy cập vào hệ thống QLĐT để xem thời khóa biểu và cập nhật các phòng học này. 
Với các lớp học trực tuyến ID phòng học (khoanh tròn màu đỏ) được cập nhật tại TKB (Phòng học), cụ thể:",Học tập
